file_name,branch,attack_family,attack_subtype,missing_values_sample,missing_ratio_sample,duplicate_rows_sample
DDoS-UDP_Flood3.csv,Packet-Based,DDoS,DDoS-UDP-Flood3,33687,0.008317777777777778,0
DDoS-UDP_Flood4.csv,Packet-Based,DDoS,DDoS-UDP-Flood4,32222,0.00795604938271605,0
DDoS-UDP_Flood5.csv,Packet-Based,DDoS,DDoS-UDP-Flood5,31683,0.007822962962962962,0
DDoS-UDP_Flood6.csv,Packet-Based,DDoS,DDoS-UDP-Flood6,33461,0.008261975308641976,0
DDoS-UDP_Flood7.csv,Packet-Based,DDoS,DDoS-UDP-Flood7,33728,0.008327901234567902,0
DDoS-UDP_Flood8.csv,Packet-Based,DDoS,DDoS-UDP-Flood8,33036,0.008157037037037037,0
DDoS-UDP_Flood9.csv,Packet-Based,DDoS,DDoS-UDP-Flood9,32615,0.008053086419753086,0
DDoS-UDP_Fragmentation.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation,39198,0.009678518518518519,0
DDoS-UDP_Fragmentation1.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation1,45137,0.011144938271604938,0
DDoS-UDP_Fragmentation10.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation10,39477,0.009747407407407408,0
DDoS-UDP_Fragmentation11.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation11,42887,0.010589382716049383,0
DDoS-UDP_Fragmentation12.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation12,58403,0.014420493827160494,0
DDoS-UDP_Fragmentation2.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation2,37855,0.009346913580246913,0
DDoS-UDP_Fragmentation3.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation3,39776,0.009821234567901235,0
DDoS-UDP_Fragmentation4.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation4,47627,0.011759753086419753,0
DDoS-UDP_Fragmentation5.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation5,41577,0.010265925925925927,0
DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,34829,0.008599753086419753,0
DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,40706,0.010050864197530865,0
DDoS-UDP_Fragmentation8.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation8,36724,0.009067654320987655,0
DDoS-UDP_Fragmentation9.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation9,42105,0.010396296296296296,0
DoS-HTTP_Flood.csv,Packet-Based,DoS,DoS-HTTP-Flood,117612,0.02904,0
DoS-HTTP_Flood1.csv,Packet-Based,DoS,DoS-HTTP-Flood1,116477,0.028759753086419752,0
DoS-SYN_Flood.csv,Packet-Based,DoS,DoS-SYN-Flood,610353,0.15070444444444445,0
DoS-SYN_Flood1.csv,Packet-Based,DoS,DoS-SYN-Flood1,611545,0.15099876543209875,0
DoS-SYN_Flood2.csv,Packet-Based,DoS,DoS-SYN-Flood2,655957,0.1619646913580247,0
DoS-SYN_Flood3.csv,Packet-Based,DoS,DoS-SYN-Flood3,646704,0.15968,0
DoS-SYN_Flood4.csv,Packet-Based,DoS,DoS-SYN-Flood4,652088,0.1610093827160494,0
DoS-SYN_Flood5.csv,Packet-Based,DoS,DoS-SYN-Flood5,655258,0.1617920987654321,0
DoS-SYN_Flood6.csv,Packet-Based,DoS,DoS-SYN-Flood6,596698,0.14733283950617285,0
DoS-SYN_Flood7.csv,Packet-Based,DoS,DoS-SYN-Flood7,642622,0.1586720987654321,0
DoS-TCP_Flood.csv,Packet-Based,DoS,DoS-TCP-Flood,585996,0.14469037037037036,0
DoS-TCP_Flood1.csv,Packet-Based,DoS,DoS-TCP-Flood1,607834,0.15008246913580248,0
DoS-TCP_Flood10.csv,Packet-Based,DoS,DoS-TCP-Flood10,612495,0.15123333333333333,0
DoS-TCP_Flood2.csv,Packet-Based,DoS,DoS-TCP-Flood2,610479,0.15073555555555557,0
DoS-TCP_Flood3.csv,Packet-Based,DoS,DoS-TCP-Flood3,612188,0.15115753086419753,0
DoS-TCP_Flood4.csv,Packet-Based,DoS,DoS-TCP-Flood4,611488,0.1509846913580247,0
DoS-TCP_Flood5.csv,Packet-Based,DoS,DoS-TCP-Flood5,605716,0.1495595061728395,0
DoS-TCP_Flood6.csv,Packet-Based,DoS,DoS-TCP-Flood6,612279,0.15118,0
DoS-TCP_Flood7.csv,Packet-Based,DoS,DoS-TCP-Flood7,613185,0.1514037037037037,0
DoS-TCP_Flood8.csv,Packet-Based,DoS,DoS-TCP-Flood8,611356,0.15095209876543209,0
DoS-TCP_Flood9.csv,Packet-Based,DoS,DoS-TCP-Flood9,613586,0.15150271604938273,0
DoS-UDP_Flood.csv,Packet-Based,DoS,DoS-UDP-Flood,597878,0.1476241975308642,0
DoS-UDP_Flood1.csv,Packet-Based,DoS,DoS-UDP-Flood1,609233,0.1504279012345679,0
DoS-UDP_Flood10.csv,Packet-Based,DoS,DoS-UDP-Flood10,38731,0.00956320987654321,0
DoS-UDP_Flood11.csv,Packet-Based,DoS,DoS-UDP-Flood11,37080,0.009155555555555556,0
DoS-UDP_Flood12.csv,Packet-Based,DoS,DoS-UDP-Flood12,39261,0.009694074074074074,0
DoS-UDP_Flood13.csv,Packet-Based,DoS,DoS-UDP-Flood13,39524,0.009759012345679012,0
DoS-UDP_Flood14.csv,Packet-Based,DoS,DoS-UDP-Flood14,36752,0.009074567901234568,0
DoS-UDP_Flood15.csv,Packet-Based,DoS,DoS-UDP-Flood15,35869,0.008856543209876543,0
DoS-UDP_Flood16.csv,Packet-Based,DoS,DoS-UDP-Flood16,38295,0.009455555555555556,0
DoS-UDP_Flood2.csv,Packet-Based,DoS,DoS-UDP-Flood2,616301,0.15217308641975308,0
DoS-UDP_Flood3.csv,Packet-Based,DoS,DoS-UDP-Flood3,611940,0.15109629629629628,0
DoS-UDP_Flood4.csv,Packet-Based,DoS,DoS-UDP-Flood4,614230,0.15166172839506173,0
DoS-UDP_Flood5.csv,Packet-Based,DoS,DoS-UDP-Flood5,609130,0.15040246913580246,0
DoS-UDP_Flood6.csv,Packet-Based,DoS,DoS-UDP-Flood6,615767,0.15204123456790122,0
DoS-UDP_Flood7.csv,Packet-Based,DoS,DoS-UDP-Flood7,559293,0.13809703703703705,0
DoS-UDP_Flood8.csv,Packet-Based,DoS,DoS-UDP-Flood8,36608,0.009039012345679012,0
DoS-UDP_Flood9.csv,Packet-Based,DoS,DoS-UDP-Flood9,40693,0.010047654320987654,0
Mirai-greip_flood.csv,Packet-Based,Mirai,Mirai-greip-flood,603506,0.14901382716049383,0
Mirai-greip_flood1.csv,Packet-Based,Mirai,Mirai-greip-flood1,656361,0.16206444444444446,0
Mirai-greip_flood10.csv,Packet-Based,Mirai,Mirai-greip-flood10,657683,0.16239086419753088,0
Mirai-greip_flood11.csv,Packet-Based,Mirai,Mirai-greip-flood11,657900,0.16244444444444445,0
Mirai-greip_flood12.csv,Packet-Based,Mirai,Mirai-greip-flood12,656262,0.16204,0
Mirai-greip_flood13.csv,Packet-Based,Mirai,Mirai-greip-flood13,657223,0.16227728395061727,0
Mirai-greip_flood14.csv,Packet-Based,Mirai,Mirai-greip-flood14,643218,0.15881925925925927,0
Mirai-greip_flood15.csv,Packet-Based,Mirai,Mirai-greip-flood15,645285,0.15932962962962963,0
Mirai-greip_flood16.csv,Packet-Based,Mirai,Mirai-greip-flood16,656858,0.16218716049382717,0
Mirai-greip_flood17.csv,Packet-Based,Mirai,Mirai-greip-flood17,653763,0.16142296296296296,0
Mirai-greip_flood18.csv,Packet-Based,Mirai,Mirai-greip-flood18,644491,0.15913358024691357,0
Mirai-greip_flood19.csv,Packet-Based,Mirai,Mirai-greip-flood19,655396,0.16182617283950618,0
Mirai-greip_flood2.csv,Packet-Based,Mirai,Mirai-greip-flood2,646572,0.1596474074074074,0
Mirai-greip_flood20.csv,Packet-Based,Mirai,Mirai-greip-flood20,651162,0.16078074074074075,0
Mirai-greip_flood21.csv,Packet-Based,Mirai,Mirai-greip-flood21,654974,0.16172197530864196,0
Mirai-greip_flood3.csv,Packet-Based,Mirai,Mirai-greip-flood3,656883,0.16219333333333333,0
Mirai-greip_flood4.csv,Packet-Based,Mirai,Mirai-greip-flood4,657575,0.1623641975308642,0
Mirai-greip_flood5.csv,Packet-Based,Mirai,Mirai-greip-flood5,643197,0.15881407407407408,0
Mirai-greip_flood6.csv,Packet-Based,Mirai,Mirai-greip-flood6,656312,0.16205234567901233,0
Mirai-greip_flood7.csv,Packet-Based,Mirai,Mirai-greip-flood7,652586,0.16113234567901236,0
Mirai-greip_flood8.csv,Packet-Based,Mirai,Mirai-greip-flood8,612600,0.15125925925925926,0
Mirai-greip_flood9.csv,Packet-Based,Mirai,Mirai-greip-flood9,657864,0.16243555555555556,0
Recon-HostDiscovery.csv,Packet-Based,Recon,Recon-HostDiscovery,534901,0.13207432098765431,0
Recon-OSScan.csv,Packet-Based,Recon,Recon-OSScan,233550,0.057666666666666665,0
Recon-PingSweep.csv,Packet-Based,Recon,Recon-PingSweep,135224,0.0442839762703594,0
Recon-PortScan.csv,Packet-Based,Recon,Recon-PortScan,284794,0.07031950617283951,0
VulnerabilityScan.csv,Packet-Based,Recon,VulnerabilityScan,274254,0.06771703703703703,0
DNS_Spoofing.csv,Packet-Based,Spoofing,DNS-Spoofing,183138,0.04521925925925926,0
MITM-ArpSpoofing.csv,Packet-Based,Spoofing,MITM-ArpSpoofing,44123,0.010894567901234569,0
MITM-ArpSpoofing1.csv,Packet-Based,Spoofing,MITM-ArpSpoofing1,37362,0.009225185185185185,0
Backdoor_Malware.csv,Packet-Based,Web-Based,Backdoor-Malware,200955,0.04961851851851852,0
BrowserHijacking.csv,Packet-Based,Unknown,BrowserHijacking,165479,0.04085901234567901,0
CommandInjection.csv,Packet-Based,Web-Based,CommandInjection,204710,0.050545679012345676,0
SqlInjection.csv,Packet-Based,Web-Based,SqlInjection,183032,0.04519308641975309,0
Uploading_Attack.csv,Packet-Based,Web-Based,Uploading-Attack,95449,0.05470671847954423,0
XSS.csv,Packet-Based,Web-Based,XSS,206474,0.05098123456790123,0
